Rating,Review
5,"Great work culture. A lot of inclusion and events, however can be quite distant from everyone else. People don't really communicate much besides when an event comes."
5,"Adobe has a wonderful culture. As a writer, I appreciate constructive, not destructive input, and that's what I got from Adobe. I had to learn a lot of new technologies and took them through a lot of transitions. They are my favorite client of all time."
5,Rare combination of having good work life balance and being to work on the interesting cutting edge problems
5,Great benefits
5,A pure Bay Area life style of working on cutting edge technologies in a fast paced environment with the big brand. Lead by experienced management. Still growing  gradually and expanding by acquiring companies.
5,"This is a great tool to use if you are a video editor. Amongst all other competitors, I feel like Premiere allows every producer to do whatever they desire."
5,I didn't work for this company I would if I had the chance to do so. something any computer person would want to do. that is about it wasn't hard really fun co workers
5,I am currently a project analysis at Uber. The thing I like most is working at Uber is everyone is nice and helpful. There will always be more work everyday I come in but everyone makes it seem to be enjoyable and fun.
5,Adobe is a great place to work.  They accommodate with their employees and work as a team to get deadlines done on time.  I really enjoyed working with a great team of peers.
5,"The company overall is a great company to work for.   My organization was a little flat, with not much room to grow to management position.  But I did learn quite a lot while I was there."
5,"I loved my time spent with Adobe. I was there for four years. I'm only leaving because of family circumstances. I believe that if it had not been for that, I would have stayed with Adobe forever."
5,Worked closely with a team of IT Technicians.
5,It was a great experience working there. The culture there and the people were all great. You can attend volunteering events and Talks made by the company. There are lots of teams with different projects and every team use multiple technologies.
5,"Adobe lacks leaders...it is managed by people, who abuse authority. In the race for EEE, Adobe  ignores to place real leaders for strategic positions. And most of the Sr Directors, Directors and Senior Managers, abuse their position. The CIO has not demonstrated any leadership qualities and the focus is only to staff with own peers, instead of finding the right person to lead. iN the desire for raking in Fortune100 list, quality, leadership and fairness is comrpomised"
5,Employees are very professional and pull together to get a project complete.  
5,"Work in a Scrum, Number of Calls. Work hours were very collaborative. Manager and Team members were helpful and inspiring. it is a fast paced environment."
5,Learned new type of languages to create adobe products
5,Adobe provides an atmosphere that allows one to pursue your creative side to be your best both professionally and personally. The company is large so there is plenty of opportunity to move up.
5,Scope to improve timeline management. Team members are helpful.
5,Good environment to learn and grow. 
5,"Open culture, great environment to get experience."
5,"Great people to work with, and always something new to work on. They take great care of their employees. There are many great benefits, and they keep you engaged."
5,Awesome benefits ranging from health care to wellness reimbursement programs. A lot a great minds to work along side always pushing you to learn more. Adobe really does take care of their employees.
5,"AMD has been around a long time and a nearly all innovators in the silicon industry have spent some time at AMD. AMD’s engineering innovation is fantastic, while the company has occasionally suffered with management missteps. Currently the company is doing very well, but Intel is a very hard company to compete against so be realistic about your planning."
5,exceptional work and product line which motivates engineers to work hard and beat the competition.  
5,CEO of the company work very hard to turn around the company.
5,Fortune 500 company that has enough room to grow quickly and make a great career. Environment is highly competitive and can be challenging at time but has many opportunities to grow and shine
5,"AMD has an amazing Austin Texas campus equipped with Starbucks, cafeteria, full gym, outdoor basketball courts and parking garage. It has many teams and holds it's own as a Fortune 500 company in the silicone industry"
5,"The culture, management and opportunities to develop at AMD are outstanding."
5,"If an account is short of goal, rest of organization must make up balance to attain corporate goal."
5,"Your overall work-load and career advancement opportunities really depend on what team you are a part of in Global Ops and what your rank is. After being hired at the most entry-level position in the Product Planning group, I was eager to work and take on new tasks, get recognized, and move up quickly. I felt that the first manager I had did not support my ambitions and actually tried to restrict me from taking on more responsibility. After 3 months I had a new manager and she seemed a little more invested in finding opportunities for me to grow, but I have also had 3 different directors in the span of 1.5 years and they have all seemed relatively unconcerned with helping me move up."
5,Daily work was always manageable. The work in process was monitored real-time and we were able to schedule our work assignments to meet the production requirements. I learned a great deal about many of the technologies involved in the overall manufacturing process.
5,Was promoted three times in the first two years. Was offered on-site training to improve skills as well as given the opportunity to find my own career-advancement training which was paid for by AMD.
5,Great place to learn and work on many different things but work-life balance can take a backseat with often aggressive deadlines and sometimes understaffed and overworked teams.
5,Company runs on Moore's Law. 
5,"Too many middle managers, not enough working staff."
5,"I cut my IT teeth there, and learned much from many fellow employees."
5,If you want to go to a place where almost everyone is very intelligent and driven then work here.  If you want to skate through a job then you will be weeded out naturally - the culture is driven and thrives on getting things done - and done right !
5,"Overall a great company.  Coworkers are great, but there are some bad apples that have negative outlooks and make it hard to work with.  Make sure the employees you work with are legit and aren't egocentric."
5,Liked it there. The team was great; opportunities were there; the management gave me direction and support. What else is there to say. It was a great place to work.
5,"The most enjoyable part of the job would be meeting new people, very diverse culture, and a great way to continue learning new things"
5,Poor Business Processes
5,Organizational Churn
5,"Bathroom breaks? Not encouraged. Safety? Unless you’re jumping on totes or climbing bins, doesn’t really matter to them."
5,Full time is a lot more demanding and tiring. It’s a Lot of strain on your body and lots of lost time with family if you have kids or people to care for
5,I really liked job and that it was fast paced. benefits and pay were great. Amazon tried to always show appreciation for our hard work. unfortunately relocated and had to resign.
5,"It's a terrible deal.  Yes, you can publish your ebook for free, but then Amazon takes up to 70% of your profits!!  It is impossible to make money with free ebook publishing on Amazon."
5,Amazon is good for added experience on my resume. They have good job security as long as you are a proficient worker. The job benefits are good as well.
5,First experience in the CS field and gained a lot of valuable experience while working there on the development cycle for software improvements. Great location too
5,Great work and pay
5,Great working environment and fast paced so you keep busy
5,"Nice place to work with good pay, hours and solid management. They offer persk for employees off and on the clock and are a great company to work for all around."
5,While Amazon is a great place to work where you'll meet great people the management likes to keep the employees in the dark or weren't truthful about daily progress or why they did certain actions. Makes it frustrating when you ask if you can advance to something for months and the only response you ever get is 'I'll get back to you on that later.'
5,Everyone at AWS speaks the same values - Amazon Leadership Principals and being evaluated based on them. Its great environment for technical driven professionals with aspirations to help customers\partners to embrace cloud technologies with extreme high pace of innovation.
5,"Fun and enjoyable place to work at, met a lot of cool people. Managers are very helpful and kind. Help me with any concerns. Kept me busy throughout the day and made day go by fast."
5,Good workout while your working. You stay busy and there's never a dull moment. They truly care about their employees. An ideal place for those who are looking for long term employment. They also help with education as well.
5,"Great pay and benefits, plenty of opportunity to move up in Amazons ranks. Easy work, but can be long hours, but in my opinion one of the best company's out there!!"
5,I had a great team effort where not a single person would leave a assignment for someone else to do yes it's a great experience I wouldn't change anything about the choice I made to become an amazon.com employee
5,It has been a great experience working at Amazon. The people there are kinda and truly help out when you need it. I enjoy the manual labor that goes into unloading.
5,Pretty fast paced and tiring but very solid work experience. Being a supervisor was pretty cool of an experience being more of a leader and someone to make sure everyone was doing their job
5,"That’s literally the only problem, everything else is actually great & the environment is great as well. It’s just management like I said it needs major work."
5,The job was 10 hours a day 4 days a week except when we needed overtime then it was 5 days a week you are expected to get a certain amount of work done which means you had to work fast. You have to be efficient at what you did when you did your job you had to do it right but it was a good place to work be prepared for a lot of walking
5,Too many people in a small warehouse   Management not on the same page with each other  Does not communicate changes very well with them  Employees Can never get the same answer from anybody
5,Amazon employs some of the most intelligent people I've ever met.  The influential people in my day to day are an integral part of my success with Amazon.  I have grown so much as a working professional with this company.  It will be hard to top working for this company.
5,"At work , I learned that presentation of packages are assential to customers and quality.One must consider the customer at all times when in high volume packaging settings."
5,Employee suggestions are discarded. People are afraid to give honest feedback 
5,Favoritism and office politics
5,good place to work    fast paced but have music to motivate you  prizes sometimes given    team work is also there  exercises daily to help from stiffness
5,Great place to work and advance. The pay is good and the managers are very cooperative. They have good deals and low prices every day. Amazon is the best.
5,"I got some experience about online selling, I was working full time because it was online, I had my own business, I had communication with all people from all over the United States,I was very happy that I  could provide some product to people and make them happy  mad many friends, It was fun"
5,I love Amazon and it's for sure the best job I've ever had. So many benefits and incentives and great people to work with. Awesome experience every day
5,"On a daily basis, we inform you about senior-level positions matching your search criteria. To do so, we analyze the job listings of a vast amount of companies and headhunters. Our service exclusively focuses on the job market for executive positions."
5,Promotions are difficult
5,"I did a 1000+ packages a night, while others just sat around on there phones, so called 'ambassadors' who got paid more! It was far. Took 1 hour 1/2 to get there"
5,If you can work long hours and like a repetitive work flow this would be for you. If you are not already physically fit then you will be while you work there. Happy Hunting
5,In-depth insights to advance your career
5,"It is a good job to have if you want exercise while your working, with good benefits and decent pay. You must be able to have a good driving record and drive a van"
5,"Me siento feliz ver tenido estas experiencias,pero no deseo trabajar más de noche"
5,"You are just a number at amazon, and they will not hesitate to fire anyone over the smallest thing. I worked with an elderly lady in the receive department, and she was literally about to hit her 5 year milestone. She was told to help the pack department because nobody showed up (which happens often because nobody likes working there), and even though she was there to help and save the managers butts, the didnt even hesitate to terminate her for not making rate. Coincidence? Definitely not. They knew she was going to reap the extra benefits of hitting 5 years, so they did all they could to get her out the door. This kind of thing happens all the time at amazon. Its how they operate on a daily basis."
5,"You scanned a bunch of stuff for weeks and then your throwing pallets around like their nothing. Throw your back out, call in for a couple days and get threatened with termination, nice."
5,"•Knowledge of Software Development Life Cycle (SDLC) Phases such as Requirement analysis, Design, Development, Testing and Deployment with working knowledge in software development methodologies like Rational Unified Process (RUP), Agile, Waterfall across the span of various projects."
5,"•Strong Experience with Workday Report Writer - Custom Reporting (Calculated Fields, Advanced, Standard Reports) And proficient in building HRMS modules like Talent, Time Tracking, Benefits, Compensation and Payroll in Workday."
5,a fast paced work environment for which you stow packages to areas that get sent to their destination great management. They care for the safety of the workers
5,"A typical day at work there is so many options to do there, there is a large diversity of worl to do there you never get bored.  We 1st all start at sand up which is where we all gather together before the shift starts and we stretch and talk about how the day should be going and then we clap it out and chant to something and then we start our work"
5,"Good place to work for everyone.. flexible schedule, lots of good benefits but not as before they had. Have paid and unpaid vacations.. they have career choices like medical, technician & CDL license..........."
5,"great co workers, fast paced work, lack of opportunity for growth, limited time, various positions available, great nursing station, great if offered for long term, not seasonal positions"
5,Growth and Advancement can be achieved by standing out amongst your fellow peers.  Peak Season is the best time of the year a show of amazing TEAMWORK to get the job done.
5,I always had a awesome day at work Never had a problem with the job or associates. It was an great place to work and the managers are good and reliable
5,It’s a very stable job if you have a good team everything works out even with the different personalities. But it’s a great place to work at and can grow from too.
5,It’s Very awesome work experience I love working there part time. It’s usually work there part time seasonal I’m currently working back there now since  06/28/2019
5,It's a great career job to be on move up in your position learn a lot at Amazon so many different positions and they help pay for school and they care for your child.
5,"Loved working here for 5 years. Communication can be frustrating, leadership and people move often so continuity is an issue. You drive your career here."
5,Show up and do your work..it's like a typical day at work I like. I will apply again. My hours got cut short and they and didn't have any this else available to get more hours. However I am a good worker and was asked to come back to rejoin the team.
5,"The job is not that bad you'll usually work about 4-5 hours a day if you work at the center in Euclid, a paid 15 minute break is included. But if you cannot stow (place a lot of packages in a container using a poor android phone that barley works) at a certain rate within an hour (it's like 300 or something like that an expected to go up) you will be terminated. "
5,"The stow rate is ridiculous, the requirements are crazy. I understand you are getting paid fairly good, but the expectations are not even worth $15 an hour. They find anything and everything to complain about and will single you out for things you cannot control. "
5,Trying to switch teams is a dangerous thing. You have NOT to tell your manager until the process is complete or you'll be in danger to be pivoted.
5,Amazon is a job that you can make as much money as you want during Peak Season.  Volunteer  extra time is offered to all employees and you can work numerous shifts. Opportunities for advancement is offered to all employees continuously.  Great company for  young and older individuals who are fit and able to work fast pace.
5,"Amazon is an amazing teacher.  It is not always the most cuddly place to work, but you are surrounded by smart and talented folks who use a lot of data and analytics to make complicated decisions."
5,Amazon was a great job experience. I met a lot of people who I am still close to. Working at Amazon you build a team and your co-workers become your family.
5,"Fast-paced, collaborative workplace with opportunities to learn new tasks regularly; easy to adapt to changing conditions as the entire warehouse works as a team."
5,"Great work system, I loved working for Amazon. I loved to work for Amazon because they are very open to ideas coming from the work force. The ability to grow within the company was also very good."
5,I load and get set to be on the road on time I have the support from my main staff and I know I can rely on them if a problem were to ever arise I know who to go to.
5,I was a contractor for 9 months so most of my knowledge is from such a perspective.  Very good at allowing autonomy working remotely.  not too many meetings overall.  Very poor onboarding process.
5,"It's all about what you make it. Amazon is culturally diverse which works well for me. After initial training, there are other opportunities to be trained for. Just ask."
5,"management was the biggest issue here.  they really have a high demand and will fire you for just going to the restroom. I spent 6 years thee, because a 'project manager'  and they never gave me a raise or actual promotion, but I still gave them my insight and helped develop several tools, systems and new ideas to help drive customer service while maintain a low cost effectiveness approach, to a wide verity of facilities that eventually went world wide and saved the company millions. and at the end?  I headed the projects, built them from the ground up …. and not only was I never offered a promotion, but my ideas where stolen from me and given to other employees with no experience and used to promote them instead. and my name was never mentioned... I was the creator of all of it, and  my fellow coworker, the ones I trained, all got promotions. this lead to my submission of my resignation and I forfeited my involvement with them and moved on"
5,Managers they are understanding and if I have questions they always take the time with answers. HR is the best they answered  (my thought was crazy) but asked anyway and they understood without making me feel like it was dumb. All in all I enjoy working for Amazon
5,"The company was a great place to work for. I was going through a lot at the time I quit, and my manager wasn't very supportive of me and influence my decision of quitting. Working there was very fun though, they had a game room to play video games and a break room with a ping pong table and pool."
5,When the season job finish they just grab you without any explanation like you a criminal and let you sit in the office . Then they tell you to thank you for your work .. that’s was disrespectful for the hard working ppl there
5,"Working for Amazon was the most enjoyable job since high school! They provided sufficient paid training, advice to help adjust to working at home, tools and resources to do the job required, opportunities to learn more and advance within the company and they provided a majority of the equipment.  My trainers, managers and co workers were simply amazing!"
5,Career change opportunities and benefits are why I want to stay with Amazon.
5,"Fast pace, is not for everyone..."
5,"I learned how to build pallets, communicate with me people, it’s a hard work environment but you just got to stay positive, the managers will always check up on you"
5,"I love working for this company,   They Offer great benefits. The only issue is transferring to our new location in Florida due to my wife's company move."
5,It was fun and competitive to see others break records. It helped motivate me and helped bring out the best in my performance. A job where I was always looking to improve.
5,Never a dull moment in this position.
5,"Really good company, u have breaks , lunch time, u can work voluntary extra shifts and also voluntary time off that they offer everyday, Pay is really good and always friday without doubt. "
5,Amazon was a cool place to work at the hours and the pay was good it was cool part time job I just got a full-time job that conflict the hours conflict
5,I love it. It Is an  easy pace job with great pay. In the position that I work beings though it is part time their is any pat advancement opportunities. BUt their is nothing hard about the actual job itself
5,"I think Amazon BDL 5 was very accelerating.  For years prior I've been trying to get that warehouse feeling back.  Amazon fulfilled that for me, with the exception of the PIT instruction that was stressed during the orientation.  I was told that I get instruction on how to operate the familiarize piece of equipment, for Amazon warehouse.  Besides the technical greed of wanting to say I was a pot driver. It's a great workplace."
5,"It is rough when you are low level, but if you progress it gets way better. It is great to work from home, but they micro-manage you. If you are patient and you progress, it will get much better."
5,learning new things and keep me going to have improve my skills everyday. 
5,my communicate is my key and sometimes can be difficult and purple vri if I need. write note for simple things
5,"Paid is decent. Definitely not a place for advancement if your over the age of 20. They must pay the labor board to over look the workplace discrimination laws, they break them daily. Air quality in the facility is bad and not check on a regular basis."
5,The hours can vary being flexible but you're working from home.
5,"This company is amazing and offers sooo many benefits to its employees from the tier I and upward. However, this specific fulfillment center is AWFUL! The work load is easy and it's just full of shoes, however the building management promotes and encourages a toxic work environment among leadership. I regret trying to obtain this Tier III position."
5,vending machine need change to healthy food
5,..........Ok place to work.Promises of hiring for permanent then postpones often.Training is minimal.Little room .....................
5,I am an independent contractor.
5,I enjoyed the teamwork with amazon and had some autonomy with my position.  I will miss my teammates and hope I was able to traim my replacement sucessfully
5,"I like their culture and environment .it is a very good place to work , they give you opportunity to learn more things and to grow. but most of management positions were outsiders."
5,"I was a Pick/Stow Ambassador so i always got to teach the new hires how to Pick/Stow correctly. I thought the job itself was pretty easy, its just you always had to be on your feet and keeping up with the pace that Amazon wants."
5,"If you are prepared for long hours, mediocre benefits, constant monitoring, good pay, competition, stress and lots of manual la or - Go apply directly at Amazon- not through a temp agency."
5,The job is okay wasn't really what i expected to be. It has its slow days and fast days. Its a four hour shift but sometimes you only work 3 hours the good part about working for Amazon is the VTO without the points and it gives u room to grow gain new experiences without having the previous experiences
5,Typical warehouse work. I wouldn't recommend it as a career to anyone. There is a high turnover rate for a reason. The work can be stressful but it's a fine stop-gap.
5,Delivering packages with a smile and seeing my customers happy and saying they get excited when they see the Prime trucks pulls up makes my day! 
5,"good job very intense work they will keep you on your toes. when i was there it was a good place to work and enjoy your work,good company to progress within"
5,"I enjoy my job. It's physical and because of my health issues I can not work full/part timr, so I work a shift they have called Alpha. And it allows me to supplement my income without having a regular schedule. I enjoy everything I do I can do all jobs I have suggested to both my children to apply, they did and they LOVE it too. I would suggest Amazon to anyone looking for a good paying job, with flexibility."
5,I had a lot of fun doing this job. Wish it would have been extended. They were always willing to work with you if you had things to take care of. If you like fast paced work then this is for you. I loved it because it allowed me to be there for my kids.
5,"I have great attitude, ability, and security to work and to Learner everything you teach me or training."
5,"I worked as an SDE I. It really depends on the team that you're on, but my team culture was quite difficult to work with. Significant amount of oncall, Not much recognition from management, and working long hours is the norm. Senior engineers are not friendly, which makes it hard to learn."
5,It is a fast paced environment and you have to meet a set rate of production. The benefits are great and begin on start date. There is opportunity for overtime year round and you are required to work 60 hour work days between Black Friday until the new year.
5,"Lots of over time if wanted , you are just a  number in the warehouse nothing more , managers don’t care about you just care about numbers , Boring job"
5,"My experience as Amazonian was good at the beginning but, once new managers came aboard it wasn't the same. The short time I worked there I worked every day so hard but to the new managers it was not always good enough"
5,Nothing to say about the company....of you enjoy standing in a box for 11 hours a day. Than the ts the job for you. Most people hate it but a few enjoy it
5,Picker 
5,This place was held to work for! Do not go their management is horrible. I was sexually harassed and they did nothing about it. You are forced to do 125% or more when you're picking items off of racks from one side of a warehouse to another side of a warehouse. You are monitor for bathroom breaks and they have GPS trackers on your scanner and questioned you constantly about everything. You will hurt your back you will hurt your feet and you will be in the worst pain ever this job is horrendous and they do not care about their employees because we are all replaceable and the pay really sucked when I work there now it went up some but they treated us like trash
5,"Very awesome place to work at , its very chill and not uptight like a lot of jobs and major companies. Very respectful and understanding managers and team leaders."
5, nothing I could improve on except it was taking me 30 seconds longer to pack a box than what they required.  
5,Great place to work. They really understand what the employees need. The breaks were well thought out. And the managers were really there to help you out.
5,"I found others in my orientation, saying the same thing, 1 guy got written up 2x without even being told, he didn't find out about the written warning until he wanted to transfer and couldn't because of the write up."
5,"I really enjoyed working at Amazon but my hours were never secured depending on the workday flow I would get maybe 2 to 3 hours a day they would always offer VTO due to lack of work. People in charge would take advantage of there power, giving women who were flirty and loose more easier task to accomplish. Or they would purposefully leave you alone when the belts were full to capacity. Not to mention the many dangers of boxes flying off the conveyer belts at top speeds so many flew right off and caused injury."
5,I was a warehouse worker unloading trucks and packing stacking and moving things around to get the packages and things loaded onto the truck to be shipped out
5,"When I walked into Amazon, it looks like a prison, there is 20 TSA type metal detectors when you come through the front door, no one smiles..ever! You have to climb several staircases to get to your assigned station, many times, someone else is already there, so you have to walk back to square 1 to get assigned again, then they put you at another station that more times then not, has a DEAD wall, no items to scan for at least 20-45 min. Meanwhile, the whole time your being tracked, they want at least 180-240 scanned items an hour, ever hour, and you work 10 hour days. Your station is often missing boxes, tape dispenser is not working, items are missing from bin, so you can't complete your order, it's dead silence in there with just the sounds of machinery, conveyor belt and beeping of scan items, except for 1 RED BUTTON everyone presses when something goes wrong or items are missing, so it's a loud siren going off in your ears constantly, but for that, extremely mundane and boring, so most people take and are encouraged to take caffeine or any stimulants to keep you from resting and to keep you going at a robotic pace, trouble is, its incredibly HOT! and humid with all those machines and bodies in there. Caffeine does the opposite with me and make me tired or if I take too much, I get on edge, my heart races and I can't sleep the next day. So the only time my number were good was when I was on Caffeine and unfortunately it didn't work half the time or it would make me so sick. You only get one 30 min. lunch and two 10 min. breaks, but by the time they call those breaks and 100's of people go single file all at once, up and down stairs and through metal detectors to a breakroom, you LOSE many of those minutes and this job more than any NEEDS those breaks, because unlike most jobs, it's 0 downtime. Even a prize fighter can keep going for 10 hours straight."
5,You need to work with Amazon to know their work style.As a member of AWS team i serve as the sourcing expert for a group of job families we are actively recruiting for Premium Support. The teams consist of Cloud Support Associates and Enginners along with TAM's. I have significant influence and impact over the delivery of sourcing and pipelining while fostering a collaborative environment to ensure a great candidate experience and raising the bar with each candidate hired.
5,Amazon is a clean safe inviroment to work at.nice pay and good scheduling hours.i would recommend to my friends to work there.good pay and vacation time
5,Amazon was a fun and fast paced environment for anyone. They offer great benefits and a food court alone with a fun environment for everyone with great communication between management and workers.
5,"can be good at times but overall its do working with the right mind set.alot of walking, stress on the knees and mind.same work paste everyday.no challenge, same thing everyday"
5,Environment is clean and obey the safety conduct. The supervisor and the team lead are excellent. My team are great too. They have a good pay rate as of 2014/2015. They are simply the best then
5,I enjoyed working with all the people that worked in our area managers were very helpful if you had any problems they helped me become faster at my job
5,I just got tired of call centers. I wasn't about it anymore. For someone that can handle it then I would definitely recommend but also they are very strict about bathroom breaks which is a deal breaker.
5,Inspect the items to ensure that they’re not damaged or missing any parts
5,Its a fine place to work. You might get promoted if you have a good performance. Those who like packing boxes can do this job. It is a very physical and hard working job. You need to have lots of stamina.
5,learned to work the scanner
5,made sure that each item after being scanned was on over with correct address it was to be delivered too
5,management was very down to earth with discussing any issues
5,Package them accordingly 
5,The management staff had unethical work related practices and it extended from lower management to the head of the facility. I was illegally terminated but haven’t yet filed any legal action.
5,"We are an independent support service provided for third-party products. The brand names, trademarks, images, products and services of third parties mentioned on this website are only for reference. We have no affiliation with any of these third-party companies unless such relationship is specified on this website. Services can be availed from manufacture/brand owner directly as well."
5,Working at Amazon is really easy. Benefits are nice and the pay is great. Hours vary from 20-25 hours a week to 60 hours on certain occasions. Always room for advancement.
5,Amazon is a great place to work if you don't mind being on your feet for 10 hours. The pay and benefits are a plus especially if you have children. ?? it.
5,As a seasonal delivery associate 90% of your day is spent inside a vehicle by yourself. You'r responsible for delivering all of you packages in your entire day. There are 2 paid 15 minute breaks and an unpaid 30 minute break. You are able to take your breaks when you choose. Perfect job if you don't mind driving and being alone.
5,but if your just starting out in the work force or just getting out of high school then its a great job.
5,Cool job. It’s physical but not unbearable. Roll w the punches and management will always have ur back. Lots of overtime. Cool co workers no dress code.
5,"Everyday is a good day at amazon. We begin with stretches, share safety tips, and began work.  I love that you work in all areas, and the time flies by quickly"
5,Great management and a job that stresses your best interest. Nice benefits and overall a really good job. The only drawback is it’s a very boring job. They let you work up to 60 hours a week.
5,Hard work but rewarding. Average walking was 12 miles a day or more. Awesome team environment. Great benefits. Opportunity for advancement if you’re flexible and willing to move.
5,"I didn't work directly with Amazon, I worked for them through 3rd party company. Amazon employees were very judgmental of my job as if they were better than me and my coworkers since we were the cleaners."
5,"I enjoyed the fact that the work was rather secluded. My first managers were fantastic and very understanding and accommodating. About 6 months into my employment, the warehouse rotated managers and my new one was very unfair. Work conditions during winter were nice, but during summer it was too hot for how physical the work was, especially in dock/truck areas. The policy for time off task was not very fair."
5,"I enjoyed working for Amazon. It was fast-paced, breezy, and I was able to remain goal oriented. There was always a new prize for over achievers. For instance, one might win a $50 cash prize if you exceeded the goal to unload packages in a certain amount of time."
